Filename	Position Index	X Position	Y Position	Baseline Offset [N]	Baseline Slope	Adhesion [N]	Minimum Value [N]	Minimum Position [m]	Area [J]	Lower Bound [m]	Upper Bound [m]
map-data-2025.06.06-11.56.16.356_0269.jpk-force	269	5.44936e-06	9.11671e-06	1.99898e-09		2.31587e-10	-2.31587e-10	8.89499e-07	6.69309e-16	8.81670e-07	5.67017e-06
map-data-2025.06.06-11.56.16.356_0270.jpk-force	270	6.23061e-06	9.11671e-06	1.99870e-09		3.96384e-10	-3.96384e-10	9.30372e-07	6.56174e-16	8.91392e-07	5.68422e-06
map-data-2025.06.06-11.56.16.356_0271.jpk-force	271	7.01186e-06	9.11671e-06	1.99847e-09		2.77116e-10	-2.77116e-10	9.04779e-07	6.44525e-16	8.97210e-07	5.69785e-06
map-data-2025.06.06-11.56.16.356_0272.jpk-force	272	7.79311e-06	9.11671e-06	2.01388e-09		4.39006e-10	-4.39006e-10	9.58212e-07	7.58630e-16	9.09013e-07	5.70045e-06
map-data-2025.06.06-11.56.16.356_0273.jpk-force	273	8.57436e-06	9.11671e-06	2.13014e-09		4.83380e-10	-4.83380e-10	9.43524e-07	1.35229e-15	9.15376e-07	5.70438e-06
map-data-2025.06.06-11.56.16.356_0274.jpk-force	274	9.35561e-06	9.11671e-06	2.23049e-09		1.55052e-08	-1.55052e-08	5.81332e-06	2.93856e-14	3.07597e-06	7.89690e-06
map-data-2025.06.06-11.56.16.356_0275.jpk-force	275	1.01369e-05	9.11671e-06	2.29727e-09		7.35753e-10	-7.35753e-10	8.16834e-06	1.82658e-15	7.75086e-06	1.22599e-05
map-data-2025.06.06-11.56.16.356_0276.jpk-force	276	1.09181e-05	9.11671e-06	2.04481e-09		2.67716e-10	-2.67716e-10	9.44624e-06	5.69656e-16	8.75992e-06	1.32834e-05
map-data-2025.06.06-11.56.16.356_0277.jpk-force	277	1.16994e-05	9.11671e-06	2.05830e-09		2.29925e-10	-2.29925e-10	9.64297e-06	5.76647e-16	9.14019e-06	1.37480e-05
map-data-2025.06.06-11.56.16.356_0278.jpk-force	278	1.24806e-05	9.11671e-06	2.06791e-09		4.29537e-10	-4.29537e-10	9.88085e-06	6.28272e-16	9.68329e-06	1.43057e-05
map-data-2025.06.06-11.56.16.356_0279.jpk-force	279	1.32619e-05	9.11671e-06	2.07503e-09		3.91017e-10	-3.91017e-10	1.04478e-05	6.40383e-16	1.00255e-05	1.47088e-05
map-data-2025.06.06-11.56.16.356_0280.jpk-force	280	1.40431e-05	9.11671e-06	2.08394e-09		3.94399e-10	-3.94399e-10	1.03900e-05	6.71755e-16	1.02413e-05	1.48765e-05
map-data-2025.06.06-11.56.16.356_0281.jpk-force	281	1.48244e-05	9.11671e-06	2.08609e-09		4.99344e-10	-4.99344e-10	1.10336e-05	6.22723e-16	1.07463e-05	1.53661e-05
map-data-2025.06.06-11.56.16.356_0282.jpk-force	282	1.56056e-05	9.11671e-06	2.09286e-09		2.88252e-10	-2.88252e-10	1.17117e-05	6.01718e-16	1.12496e-05	1.59016e-05
map-data-2025.06.06-11.56.16.356_0283.jpk-force	283	1.63869e-05	9.11671e-06	2.10348e-09		3.45185e-10	-3.45185e-10	1.19856e-05	5.67369e-16	1.18094e-05	1.60873e-05
map-data-2025.06.06-11.56.16.356_0284.jpk-force	284	1.71681e-05	9.11671e-06	2.11176e-09		3.76522e-10	-3.76522e-10	1.25095e-05	4.99800e-16	1.24291e-05	1.61441e-05
map-data-2025.06.06-11.56.16.356_0285.jpk-force	285	1.79494e-05	9.11671e-06	2.11939e-09		3.62458e-10	-3.62458e-10	1.29906e-05	4.20492e-16	1.29548e-05	1.61798e-05
map-data-2025.06.06-11.56.16.356_0286.jpk-force	286	1.87306e-05	9.11671e-06	2.11766e-09		2.13363e-10	-2.13363e-10	1.38664e-05	3.56703e-16	1.32968e-05	1.62041e-05
map-data-2025.06.06-11.56.16.356_0287.jpk-force	287	1.95119e-05	9.11671e-06	2.11924e-09		2.71830e-10	-2.71830e-10	1.37234e-05	3.43486e-16	1.34775e-05	1.62232e-05
map-data-2025.06.06-11.56.16.356_0288.jpk-force	288	1.95119e-05	9.89796e-06	2.12583e-09		1.92462e-10	-1.92462e-10	1.46133e-05	3.36108e-16	1.35746e-05	1.62358e-05
map-data-2025.06.06-11.56.16.356_0289.jpk-force	289	1.87306e-05	9.89796e-06	2.12257e-09		5.68003e-10	-5.68003e-10	1.35234e-05	4.04438e-16	1.33757e-05	1.62418e-05
map-data-2025.06.06-11.56.16.356_0290.jpk-force	290	1.79494e-05	9.89796e-06	2.11990e-09		5.05883e-10	-5.05883e-10	1.30408e-05	4.32800e-16	1.29742e-05	1.62412e-05
map-data-2025.06.06-11.56.16.356_0291.jpk-force	291	1.71681e-05	9.89796e-06	2.12470e-09		2.73132e-10	-2.73132e-10	1.26443e-05	4.66893e-16	1.25663e-05	1.62367e-05
map-data-2025.06.06-11.56.16.356_0292.jpk-force	292	1.63869e-05	9.89796e-06	2.12538e-09		4.41899e-10	-4.41899e-10	1.24225e-05	5.80900e-16	1.21884e-05	1.62326e-05
map-data-2025.06.06-11.56.16.356_0293.jpk-force	293	1.56056e-05	9.89796e-06	2.12518e-09		3.82516e-10	-3.82516e-10	1.18018e-05	6.25122e-16	1.17066e-05	1.62252e-05
map-data-2025.06.06-11.56.16.356_0294.jpk-force	294	1.48244e-05	9.89796e-06	2.12014e-09		3.36740e-10	-3.36740e-10	1.15962e-05	6.21480e-16	1.14953e-05	1.61801e-05
map-data-2025.06.06-11.56.16.356_0295.jpk-force	295	1.40431e-05	9.89796e-06	2.12365e-09		3.92117e-10	-3.92117e-10	1.15495e-05	6.73814e-16	1.11924e-05	1.58969e-05
map-data-2025.06.06-11.56.16.356_0296.jpk-force	296	1.32619e-05	9.89796e-06	2.12143e-09		5.22808e-10	-5.22808e-10	1.11876e-05	7.08014e-16	1.08780e-05	1.56116e-05
map-data-2025.06.06-11.56.16.356_0297.jpk-force	297	1.24806e-05	9.89796e-06	2.11545e-09		4.62560e-10	-4.62560e-10	1.07631e-05	7.10833e-16	1.05282e-05	1.52737e-05
map-data-2025.06.06-11.56.16.356_0298.jpk-force	298	1.16994e-05	9.89796e-06	2.11487e-09		5.05194e-10	-5.05194e-10	1.06048e-05	7.43245e-16	1.00917e-05	1.47169e-05
map-data-2025.06.06-11.56.16.356_0299.jpk-force	299	1.09181e-05	9.89796e-06	2.11300e-09		5.55427e-10	-5.55427e-10	9.46857e-06	7.34429e-16	9.32249e-06	1.40074e-05
map-data-2025.06.06-11.56.16.356_0300.jpk-force	300	1.01369e-05	9.89796e-06	2.10657e-09		2.74104e-09	-2.74104e-09	1.05446e-05	3.45166e-15	8.47574e-06	1.05476e-05
map-data-2025.06.06-11.56.16.356_0301.jpk-force	301	9.35561e-06	9.89796e-06	2.10154e-09		2.60364e-09	-2.60364e-09	8.11200e-06	3.66741e-15	7.52386e-06	9.56770e-06
map-data-2025.06.06-11.56.16.356_0302.jpk-force	302	8.57436e-06	9.89796e-06	2.09433e-09		2.35776e-10	-2.35776e-10	8.71128e-06	5.31838e-16	8.46983e-06	1.27581e-05
map-data-2025.06.06-11.56.16.356_0303.jpk-force	303	7.79311e-06	9.89796e-06	2.10073e-09		4.37358e-10	-4.37358e-10	9.22371e-06	5.50403e-16	8.33643e-06	1.22419e-05
map-data-2025.06.06-11.56.16.356_0304.jpk-force	304	7.01186e-06	9.89796e-06	2.06035e-09		4.22245e-10	-4.22245e-10	9.61595e-07	7.79197e-16	8.99174e-07	5.71246e-06
map-data-2025.06.06-11.56.16.356_0305.jpk-force	305	6.23061e-06	9.89796e-06	2.04279e-09		3.55925e-10	-3.55925e-10	9.32832e-07	7.03480e-16	8.98393e-07	5.69946e-06
map-data-2025.06.06-11.56.16.356_0306.jpk-force	306	5.44936e-06	9.89796e-06	2.04016e-09		2.48280e-10	-2.48280e-10	9.05986e-07	6.75707e-16	8.96690e-07	5.68831e-06
map-data-2025.06.06-11.56.16.356_0307.jpk-force	307	4.66811e-06	9.89796e-06	2.04343e-09		5.22922e-10	-5.22922e-10	3.65940e-06	8.88494e-16	8.79470e-07	5.67199e-06
map-data-2025.06.06-11.56.16.356_0308.jpk-force	308	3.88686e-06	9.89796e-06	2.08257e-09		1.25815e-09	-1.25815e-09	4.89985e-06	1.21874e-15	2.14866e-06	5.66646e-06
map-data-2025.06.06-11.56.16.356_0309.jpk-force	309	3.10561e-06	9.89796e-06	2.05199e-09		3.45765e-10	-3.45765e-10	3.21786e-06	9.18326e-16	8.63410e-07	5.65574e-06
map-data-2025.06.06-11.56.16.356_0310.jpk-force	310	2.32436e-06	9.89796e-06	2.04781e-09		3.83590e-10	-3.83590e-10	4.62257e-06	8.56634e-16	8.63717e-07	5.65343e-06
map-data-2025.06.06-11.56.16.356_0311.jpk-force	311	1.54311e-06	9.89796e-06	2.04912e-09		3.10173e-10	-3.10173e-10	1.17339e-06	6.84022e-16	8.49194e-07	5.63990e-06
map-data-2025.06.06-11.56.16.356_0312.jpk-force	312	7.61859e-07	9.89796e-06	2.05017e-09		2.87287e-10	-2.87287e-10	9.10172e-07	6.71126e-16	8.55746e-07	5.64716e-06
map-data-2025.06.06-11.56.16.356_0313.jpk-force	313	-1.93924e-08	9.89796e-06	2.04823e-09		2.60145e-10	-2.60145e-10	8.40395e-07	6.85945e-16	8.31501e-07	5.62083e-06
map-data-2025.06.06-11.56.16.356_0314.jpk-force	314	-8.00641e-07	9.89796e-06	2.04852e-09		2.38000e-10	-2.38000e-10	8.25020e-07	6.69597e-16	8.17806e-07	5.60827e-06
map-data-2025.06.06-11.56.16.356_0315.jpk-force	315	-1.58189e-06	9.89796e-06	2.05122e-09		3.69201e-10	-3.69201e-10	8.73746e-07	6.91361e-16	7.95998e-07	5.58495e-06
map-data-2025.06.06-11.56.16.356_0316.jpk-force	316	-2.36314e-06	9.89796e-06	2.05152e-09		7.40870e-10	-7.40870e-10	8.02881e-07	6.69489e-16	7.94034e-07	5.58351e-06
map-data-2025.06.06-11.56.16.356_0317.jpk-force	317	-3.14439e-06	9.89796e-06	2.05820e-09		3.09775e-10	-3.09775e-10	7.95501e-07	6.83067e-16	7.85992e-07	5.57565e-06
map-data-2025.06.06-11.56.16.356_0318.jpk-force	318	-3.92564e-06	9.89796e-06	2.05456e-09		3.16353e-10	-3.16353e-10	8.45149e-07	6.61815e-16	7.77099e-07	5.56662e-06
map-data-2025.06.06-11.56.16.356_0319.jpk-force	319	-4.70689e-06	9.89796e-06	2.05749e-09		2.76885e-10	-2.76885e-10	8.03827e-07	6.82363e-16	7.65934e-07	5.55318e-06
map-data-2025.06.06-11.56.16.356_0320.jpk-force	320	-4.70689e-06	1.06792e-05	2.06301e-09		2.58547e-10	-2.58547e-10	7.89209e-07	7.11661e-16	7.62434e-07	5.55347e-06
map-data-2025.06.06-11.56.16.356_0321.jpk-force	321	-3.92564e-06	1.06792e-05	2.05633e-09		3.10749e-10	-3.10749e-10	8.15323e-07	6.70005e-16	7.91291e-07	5.58043e-06
map-data-2025.06.06-11.56.16.356_0322.jpk-force	322	-3.14439e-06	1.06792e-05	2.05874e-09		2.86415e-10	-2.86415e-10	8.00090e-07	6.88833e-16	7.92710e-07	5.58412e-06
map-data-2025.06.06-11.56.16.356_0323.jpk-force	323	-2.36314e-06	1.06792e-05	2.05840e-09		3.18221e-10	-3.18221e-10	8.10781e-07	6.79717e-16	7.99995e-07	5.58802e-06
map-data-2025.06.06-11.56.16.356_0324.jpk-force	324	-1.58189e-06	1.06792e-05	2.05337e-09		2.17218e-10	-2.17218e-10	1.67905e-06	6.68035e-16	8.10497e-07	5.60229e-06
map-data-2025.06.06-11.56.16.356_0325.jpk-force	325	-8.00641e-07	1.06792e-05	2.05298e-09		3.03396e-10	-3.03396e-10	9.02556e-07	6.51519e-16	8.29160e-07	5.61830e-06
map-data-2025.06.06-11.56.16.356_0326.jpk-force	326	-1.93924e-08	1.06792e-05	2.05772e-09		2.51635e-10	-2.51635e-10	8.77696e-07	6.79437e-16	8.48201e-07	5.64122e-06
map-data-2025.06.06-11.56.16.356_0327.jpk-force	327	7.61859e-07	1.06792e-05	2.05888e-09		2.45266e-10	-2.45266e-10	9.13342e-07	6.62462e-16	8.62487e-07	5.65267e-06
map-data-2025.06.06-11.56.16.356_0328.jpk-force	328	1.54311e-06	1.06792e-05	2.05914e-09		3.41871e-10	-3.41871e-10	8.92385e-07	6.77280e-16	8.68306e-07	5.65693e-06
map-data-2025.06.06-11.56.16.356_0329.jpk-force	329	2.32436e-06	1.06792e-05	2.06066e-09		2.77896e-10	-2.77896e-10	4.40566e-06	7.95124e-16	8.73084e-07	5.66081e-06
map-data-2025.06.06-11.56.16.356_0330.jpk-force	330	3.10561e-06	1.06792e-05	2.06823e-09		4.88967e-10	-4.88967e-10	3.17872e-06	1.02775e-15	8.86661e-07	5.67218e-06
map-data-2025.06.06-11.56.16.356_0331.jpk-force	331	3.88686e-06	1.06792e-05	2.15586e-09		3.06150e-10	-3.06150e-10	4.06690e-06	6.97353e-16	2.31447e-06	5.69406e-06
map-data-2025.06.06-11.56.16.356_0332.jpk-force	332	4.66811e-06	1.06792e-05	2.06450e-09		6.10659e-10	-6.10659e-10	4.30824e-06	9.21109e-16	8.95224e-07	5.68127e-06
map-data-2025.06.06-11.56.16.356_0333.jpk-force	333	5.44936e-06	1.06792e-05	2.06057e-09		2.98286e-10	-2.98286e-10	9.31413e-07	6.71923e-16	9.08895e-07	5.69879e-06
map-data-2025.06.06-11.56.16.356_0334.jpk-force	334	6.23061e-06	1.06792e-05	2.06242e-09		2.57383e-10	-2.57383e-10	9.29639e-07	6.76782e-16	9.16583e-07	5.70338e-06
map-data-2025.06.06-11.56.16.356_0335.jpk-force	335	7.01186e-06	1.06792e-05	2.08128e-09		1.13016e-09	-1.13016e-09	5.35743e-06	1.86877e-15	1.10228e-06	5.71942e-06
map-data-2025.06.06-11.56.16.356_0336.jpk-force	336	7.79311e-06	1.06792e-05	2.75522e-09		3.56837e-09	-3.56837e-09	6.69966e-06	2.75316e-15	7.91109e-06	1.06549e-05
map-data-2025.06.06-11.56.16.356_0337.jpk-force	337	8.57436e-06	1.06792e-05	1.99435e-09		4.42099e-10	-4.42099e-10	1.14212e-05	2.09047e-16	1.06177e-05	1.23318e-05
map-data-2025.06.06-11.56.16.356_0338.jpk-force	338	9.35561e-06	1.06792e-05	2.12440e-09		2.56213e-09	-2.56213e-09	1.10889e-05	3.65778e-15	8.79208e-06	1.10919e-05
map-data-2025.06.06-11.56.16.356_0339.jpk-force	339	1.01369e-05	1.06792e-05	2.12475e-09		2.40876e-10	-2.40876e-10	9.97887e-06	5.88901e-16	9.45045e-06	1.39945e-05
map-data-2025.06.06-11.56.16.356_0340.jpk-force	340	1.09181e-05	1.06792e-05	2.13986e-09		3.06062e-10	-3.06062e-10	1.02134e-05	6.41903e-16	1.01473e-05	1.49021e-05
map-data-2025.06.06-11.56.16.356_0341.jpk-force	341	1.16994e-05	1.06792e-05	2.14806e-09		3.20389e-10	-3.20389e-10	1.10742e-05	6.25827e-16	1.09205e-05	1.56965e-05
map-data-2025.06.06-11.56.16.356_0342.jpk-force	342	1.24806e-05	1.06792e-05	2.15458e-09		3.92364e-10	-3.92364e-10	1.13638e-05	6.29885e-16	1.12314e-05	1.59693e-05
map-data-2025.06.06-11.56.16.356_0343.jpk-force	343	1.32619e-05	1.06792e-05	2.16533e-09		4.15531e-10	-4.15531e-10	1.18065e-05	5.95378e-16	1.16698e-05	1.61053e-05
map-data-2025.06.06-11.56.16.356_0344.jpk-force	344	1.40431e-05	1.06792e-05	2.16317e-09		3.52488e-10	-3.52488e-10	1.20894e-05	5.52770e-16	1.19969e-05	1.61465e-05
map-data-2025.06.06-11.56.16.356_0345.jpk-force	345	1.48244e-05	1.06792e-05	2.16718e-09		3.47248e-10	-3.47248e-10	1.23061e-05	5.30470e-16	1.22041e-05	1.61713e-05
map-data-2025.06.06-11.56.16.356_0346.jpk-force	346	1.56056e-05	1.06792e-05	2.17198e-09		5.67990e-10	-5.67990e-10	1.28661e-05	5.84788e-16	1.23316e-05	1.61893e-05
map-data-2025.06.06-11.56.16.356_0347.jpk-force	347	1.63869e-05	1.06792e-05	2.17403e-09		5.43713e-10	-5.43713e-10	1.26321e-05	4.91642e-16	1.24920e-05	1.62048e-05
map-data-2025.06.06-11.56.16.356_0348.jpk-force	348	1.71681e-05	1.06792e-05	2.18175e-09		3.45938e-10	-3.45938e-10	1.30002e-05	4.52113e-16	1.28514e-05	1.62200e-05
map-data-2025.06.06-11.56.16.356_0349.jpk-force	349	1.79494e-05	1.06792e-05	2.17642e-09		5.57562e-10	-5.57562e-10	1.32505e-05	4.22439e-16	1.31114e-05	1.62337e-05
map-data-2025.06.06-11.56.16.356_0350.jpk-force	350	1.87306e-05	1.06792e-05	2.17726e-09		4.19804e-10	-4.19804e-10	1.35287e-05	3.72379e-16	1.33787e-05	1.62475e-05
map-data-2025.06.06-11.56.16.356_0351.jpk-force	351	1.95119e-05	1.06792e-05	2.18198e-09		3.16447e-10	-3.16447e-10	1.36906e-05	3.35382e-16	1.35985e-05	1.62594e-05
map-data-2025.06.06-11.56.16.356_0352.jpk-force	352	1.95119e-05	1.14605e-05	2.18858e-09		2.69522e-10	-2.69522e-10	1.35480e-05	3.43226e-16	1.34688e-05	1.62636e-05
map-data-2025.06.06-11.56.16.356_0353.jpk-force	353	1.87306e-05	1.14605e-05	2.19032e-09		2.56047e-10	-2.56047e-10	1.34195e-05	3.50456e-16	1.33464e-05	1.62662e-05
map-data-2025.06.06-11.56.16.356_0354.jpk-force	354	1.79494e-05	1.14605e-05	2.19178e-09		2.09349e-10	-2.09349e-10	1.43862e-05	3.79160e-16	1.32180e-05	1.62668e-05
map-data-2025.06.06-11.56.16.356_0355.jpk-force	355	1.71681e-05	1.14605e-05	2.18589e-09		4.80497e-10	-4.80497e-10	1.33376e-05	4.84807e-16	1.29516e-05	1.62659e-05
map-data-2025.06.06-11.56.16.356_0356.jpk-force	356	1.63869e-05	1.14605e-05	2.18283e-09		3.97117e-10	-3.97117e-10	1.29063e-05	4.44304e-16	1.28244e-05	1.62661e-05
map-data-2025.06.06-11.56.16.356_0357.jpk-force	357	1.56056e-05	1.14605e-05	2.18069e-09		3.51654e-10	-3.51654e-10	1.34567e-05	4.68698e-16	1.28298e-05	1.62695e-05
map-data-2025.06.06-11.56.16.356_0358.jpk-force	358	1.48244e-05	1.14605e-05	2.18237e-09		2.82398e-10	-2.82398e-10	1.27607e-05	4.39440e-16	1.27114e-05	1.62699e-05
map-data-2025.06.06-11.56.16.356_0359.jpk-force	359	1.40431e-05	1.14605e-05	2.18638e-09		3.19005e-10	-3.19005e-10	1.26033e-05	4.85916e-16	1.24249e-05	1.62669e-05
map-data-2025.06.06-11.56.16.356_0360.jpk-force	360	1.32619e-05	1.14605e-05	2.18888e-09		3.94616e-10	-3.94616e-10	1.23157e-05	5.66592e-16	1.20708e-05	1.62599e-05
map-data-2025.06.06-11.56.16.356_0361.jpk-force	361	1.24806e-05	1.14605e-05	2.18805e-09		5.54741e-10	-5.54741e-10	1.21840e-05	6.03692e-16	1.19068e-05	1.62552e-05
map-data-2025.06.06-11.56.16.356_0362.jpk-force	362	1.16994e-05	1.14605e-05	2.19074e-09		3.16557e-10	-3.16557e-10	1.14455e-05	6.45533e-16	1.13312e-05	1.61233e-05
map-data-2025.06.06-11.56.16.356_0363.jpk-force	363	1.09181e-05	1.14605e-05	2.19656e-09		2.30746e-10	-2.30746e-10	1.11388e-05	6.58295e-16	1.08070e-05	1.55845e-05
map-data-2025.06.06-11.56.16.356_0364.jpk-force	364	1.01369e-05	1.14605e-05	2.18632e-09		2.51578e-10	-2.51578e-10	1.08569e-05	6.55859e-16	1.01324e-05	1.48757e-05
map-data-2025.06.06-11.56.16.356_0365.jpk-force	365	9.35561e-06	1.14605e-05	2.17880e-09		3.04901e-10	-3.04901e-10	1.04659e-05	6.22072e-16	9.55270e-06	1.40747e-05
map-data-2025.06.06-11.56.16.356_0366.jpk-force	366	8.57436e-06	1.14605e-05	2.18274e-09		4.88043e-10	-4.88043e-10	9.76461e-06	6.62881e-16	9.37254e-06	1.40755e-05
map-data-2025.06.06-11.56.16.356_0367.jpk-force	367	7.79311e-06	1.14605e-05	2.17660e-09		5.52810e-10	-5.52810e-10	8.63446e-06	7.47624e-16	7.96308e-06	1.25104e-05
map-data-2025.06.06-11.56.16.356_0368.jpk-force	368	7.01186e-06	1.14605e-05	2.17904e-09		2.99130e-09	-2.99130e-09	7.42729e-06	3.48825e-15	5.35651e-06	7.42922e-06
map-data-2025.06.06-11.56.16.356_0369.jpk-force	369	6.23061e-06	1.14605e-05	2.13864e-09		2.51318e-10	-2.51318e-10	1.00812e-06	7.97801e-16	9.23418e-07	5.73943e-06
map-data-2025.06.06-11.56.16.356_0370.jpk-force	370	5.44936e-06	1.14605e-05	2.11083e-09		2.24662e-10	-2.24662e-10	2.18059e-06	6.78603e-16	9.15613e-07	5.71138e-06
map-data-2025.06.06-11.56.16.356_0371.jpk-force	371	4.66811e-06	1.14605e-05	2.11046e-09		4.53122e-10	-4.53122e-10	3.38701e-06	7.65078e-16	1.20030e-06	5.70712e-06
map-data-2025.06.06-11.56.16.356_0372.jpk-force	372	3.88686e-06	1.14605e-05	2.17071e-09		4.45886e-10	-4.45886e-10	5.30823e-06	7.83827e-16	2.75045e-06	6.46384e-06
map-data-2025.06.06-11.56.16.356_0373.jpk-force	373	3.10561e-06	1.14605e-05	2.14414e-09		4.36384e-10	-4.36384e-10	2.93559e-06	9.23329e-16	1.28967e-06	5.68841e-06
map-data-2025.06.06-11.56.16.356_0374.jpk-force	374	2.32436e-06	1.14605e-05	2.10931e-09		2.39645e-10	-2.39645e-10	5.65664e-06	4.96509e-16	1.98966e-06	5.69771e-06
map-data-2025.06.06-11.56.16.356_0375.jpk-force	375	1.54311e-06	1.14605e-05	2.13184e-09		2.80576e-10	-2.80576e-10	5.59831e-06	5.23005e-16	2.32015e-06	5.67495e-06
map-data-2025.06.06-11.56.16.356_0376.jpk-force	376	7.61859e-07	1.14605e-05	2.21496e-09		3.90033e-10	-3.90033e-10	5.50578e-06	8.05707e-16	2.01284e-06	5.66861e-06
map-data-2025.06.06-11.56.16.356_0377.jpk-force	377	-1.93924e-08	1.14605e-05	2.05627e-09		2.79526e-10	-2.79526e-10	5.56397e-06	3.53156e-16	2.88783e-06	5.64240e-06
map-data-2025.06.06-11.56.16.356_0378.jpk-force	378	-8.00641e-07	1.14605e-05	2.10863e-09		2.19570e-10	-2.19570e-10	1.08722e-06	6.68111e-16	8.40324e-07	5.62899e-06
map-data-2025.06.06-11.56.16.356_0379.jpk-force	379	-1.58189e-06	1.14605e-05	2.10798e-09		3.07368e-10	-3.07368e-10	8.47988e-07	6.67953e-16	8.20053e-07	5.60602e-06
map-data-2025.06.06-11.56.16.356_0380.jpk-force	380	-2.36314e-06	1.14605e-05	2.11567e-09		4.48927e-10	-4.48927e-10	8.26108e-07	6.85554e-16	8.13478e-07	5.59675e-06
map-data-2025.06.06-11.56.16.356_0381.jpk-force	381	-3.14439e-06	1.14605e-05	2.11314e-09		2.49792e-10	-2.49792e-10	8.21378e-07	6.57494e-16	8.12768e-07	5.60437e-06
map-data-2025.06.06-11.56.16.356_0382.jpk-force	382	-3.92564e-06	1.14605e-05	2.11767e-09		3.98177e-10	-3.98177e-10	8.45362e-07	7.04456e-16	7.97157e-07	5.57930e-06
map-data-2025.06.06-11.56.16.356_0383.jpk-force	383	-4.70689e-06	1.14605e-05	2.11873e-09		2.96039e-10	-2.96039e-10	1.07910e-06	7.01469e-16	7.76626e-07	5.57007e-06
map-data-2025.06.06-11.56.16.356_0384.jpk-force	384	-4.70689e-06	1.22417e-05	2.11709e-09		1.34560e-09	-1.34560e-09	1.50274e-06	9.58247e-16	1.28380e-06	6.04815e-06
map-data-2025.06.06-11.56.16.356_0385.jpk-force	385	-3.92564e-06	1.22417e-05	2.11634e-09		3.69086e-10	-3.69086e-10	8.43328e-07	6.83604e-16	7.92734e-07	5.58180e-06
map-data-2025.06.06-11.56.16.356_0386.jpk-force	386	-3.14439e-06	1.22417e-05	2.11537e-09		2.76789e-10	-2.76789e-10	8.79092e-07	6.81049e-16	8.08487e-07	5.59905e-06
map-data-2025.06.06-11.56.16.356_0387.jpk-force	387	-2.36314e-06	1.22417e-05	2.11754e-09		3.60713e-10	-3.60713e-10	8.31998e-07	6.96059e-16	8.17972e-07	5.60543e-06
map-data-2025.06.06-11.56.16.356_0388.jpk-force	388	-1.58189e-06	1.22417e-05	2.11157e-09		3.44569e-10	-3.44569e-10	8.47018e-07	6.55736e-16	8.36894e-07	5.62622e-06
map-data-2025.06.06-11.56.16.356_0389.jpk-force	389	-8.00641e-07	1.22417e-05	2.11519e-09		3.01555e-10	-3.01555e-10	8.94703e-07	6.90140e-16	8.46261e-07	5.63247e-06
map-data-2025.06.06-11.56.16.356_0390.jpk-force	390	-1.93924e-08	1.22417e-05	2.11446e-09		7.66946e-10	-7.66946e-10	9.96507e-07	7.33283e-16	8.50140e-07	5.64392e-06
map-data-2025.06.06-11.56.16.356_0391.jpk-force	391	7.61859e-07	1.22417e-05	2.11473e-09		2.72956e-10	-2.72956e-10	9.33116e-07	6.64500e-16	8.74834e-07	5.66170e-06
map-data-2025.06.06-11.56.16.356_0392.jpk-force	392	1.54311e-06	1.22417e-05	2.12200e-09		4.08801e-10	-4.08801e-10	1.14723e-06	7.15026e-16	8.89121e-07	5.67959e-06
map-data-2025.06.06-11.56.16.356_0393.jpk-force	393	2.32436e-06	1.22417e-05	2.13160e-09		3.96538e-10	-3.96538e-10	9.36688e-07	8.02252e-16	8.95484e-07	5.68387e-06
map-data-2025.06.06-11.56.16.356_0394.jpk-force	394	3.10561e-06	1.22417e-05	2.17096e-09		8.51875e-10	-8.51875e-10	3.31506e-06	1.53743e-15	9.05773e-07	5.69435e-06
map-data-2025.06.06-11.56.16.356_0395.jpk-force	395	3.88686e-06	1.22417e-05	2.26796e-09		5.41341e-10	-5.41341e-10	4.00947e-06	1.17972e-15	3.03306e-06	7.03663e-06
map-data-2025.06.06-11.56.16.356_0396.jpk-force	396	4.66811e-06	1.22417e-05	2.13387e-09		3.42281e-10	-3.42281e-10	3.33336e-06	8.22105e-16	9.15376e-07	5.71086e-06
map-data-2025.06.06-11.56.16.356_0397.jpk-force	397	5.44936e-06	1.22417e-05	2.22632e-09		7.86515e-10	-7.86515e-10	5.70660e-06	1.32124e-15	9.20414e-07	5.71057e-06
map-data-2025.06.06-11.56.16.356_0398.jpk-force	398	6.23061e-06	1.22417e-05	8.92533e-09		6.97785e-09	-6.97785e-09	7.54432e-06	3.23359e-14	5.92000e-06	1.07880e-05
map-data-2025.06.06-11.56.16.356_0399.jpk-force	399	7.01186e-06	1.22417e-05	2.16429e-09		2.49513e-10	-2.49513e-10	9.02874e-06	5.39435e-16	8.11439e-06	1.22893e-05
map-data-2025.06.06-11.56.16.356_0400.jpk-force	400	7.79311e-06	1.22417e-05	2.17965e-09		2.34205e-10	-2.34205e-10	9.85611e-06	5.34212e-16	9.13723e-06	1.34840e-05
map-data-2025.06.06-11.56.16.356_0401.jpk-force	401	8.57436e-06	1.22417e-05	2.19532e-09		3.84842e-10	-3.84842e-10	1.08133e-05	6.66600e-16	9.69999e-06	1.42408e-05
map-data-2025.06.06-11.56.16.356_0402.jpk-force	402	9.35561e-06	1.22417e-05	2.19729e-09		3.36727e-10	-3.36727e-10	1.06003e-05	6.10102e-16	1.03201e-05	1.50162e-05
