Filename	Position Index	X Position	Y Position	Baseline Offset [N]	Baseline Slope	Adhesion [N]	Minimum Value [N]	Minimum Position [m]	Area [J]	Lower Bound [m]	Upper Bound [m]
map-data-2025.06.06-11.56.16.356_0787.jpk-force	787	1.01369e-05	2.16167e-05	2.55138e-09		2.77456e-10	-2.77456e-10	1.26982e-05	4.42904e-16	1.24883e-05	1.62379e-05
map-data-2025.06.06-11.56.16.356_0788.jpk-force	788	1.09181e-05	2.16167e-05	2.55749e-09		5.87401e-10	-5.87401e-10	1.26042e-05	5.22868e-16	1.23968e-05	1.62428e-05
map-data-2025.06.06-11.56.16.356_0789.jpk-force	789	1.16994e-05	2.16167e-05	2.55637e-09		5.72403e-10	-5.72403e-10	1.23457e-05	5.26739e-16	1.23054e-05	1.62483e-05
map-data-2025.06.06-11.56.16.356_0790.jpk-force	790	1.24806e-05	2.16167e-05	2.55953e-09		4.59257e-10	-4.59257e-10	1.23865e-05	5.52612e-16	1.20950e-05	1.62479e-05
map-data-2025.06.06-11.56.16.356_0791.jpk-force	791	1.32619e-05	2.16167e-05	2.55477e-09		1.25787e-09	-1.25787e-09	1.19397e-05	5.86145e-16	1.17474e-05	1.62451e-05
map-data-2025.06.06-11.56.16.356_0792.jpk-force	792	1.40431e-05	2.16167e-05	2.56274e-09		2.74793e-10	-2.74793e-10	1.11555e-05	6.35165e-16	1.11407e-05	1.59647e-05
map-data-2025.06.06-11.56.16.356_0793.jpk-force	793	1.48244e-05	2.16167e-05	2.55728e-09		3.79178e-10	-3.79178e-10	1.06716e-05	6.78467e-16	1.03143e-05	1.51371e-05
map-data-2025.06.06-11.56.16.356_0794.jpk-force	794	1.56056e-05	2.16167e-05	2.54417e-09		2.76978e-09	-2.76978e-09	9.19935e-06	9.46892e-16	9.15119e-06	1.40391e-05
map-data-2025.06.06-11.56.16.356_0795.jpk-force	795	1.63869e-05	2.16167e-05	2.52466e-09		3.50603e-09	-3.50603e-09	8.02801e-06	1.68745e-15	7.27460e-06	1.20978e-05
map-data-2025.06.06-11.56.16.356_0796.jpk-force	796	1.71681e-05	2.16167e-05	2.51288e-09		5.12912e-09	-5.12912e-09	6.89728e-06	6.92152e-15	5.49677e-06	7.91641e-06
map-data-2025.06.06-11.56.16.356_0797.jpk-force	797	1.79494e-05	2.16167e-05	2.47490e-09		2.93345e-10	-2.93345e-10	1.18791e-06	6.99994e-16	1.16861e-06	5.98415e-06
map-data-2025.06.06-11.56.16.356_0798.jpk-force	798	1.87306e-05	2.16167e-05	2.46648e-09		9.67518e-10	-9.67518e-10	1.24780e-06	6.74032e-16	1.17306e-06	5.97431e-06
map-data-2025.06.06-11.56.16.356_0799.jpk-force	799	1.95119e-05	2.16167e-05	2.46364e-09		2.41535e-10	-2.41535e-10	1.20532e-06	6.39523e-16	1.18692e-06	5.98301e-06
map-data-2025.06.06-11.56.16.356_0800.jpk-force	800	1.95119e-05	2.23980e-05	2.47392e-09		3.30264e-10	-3.30264e-10	1.24378e-06	7.05078e-16	1.18469e-06	5.97840e-06
map-data-2025.06.06-11.56.16.356_0801.jpk-force	801	1.87306e-05	2.23980e-05	2.45720e-09		2.92625e-10	-2.92625e-10	1.19725e-06	6.07109e-16	1.17398e-06	5.96726e-06
map-data-2025.06.06-11.56.16.356_0802.jpk-force	802	1.79494e-05	2.23980e-05	2.46388e-09		3.02456e-10	-3.02456e-10	1.27898e-06	6.85850e-16	1.16653e-06	5.95654e-06
map-data-2025.06.06-11.56.16.356_0803.jpk-force	803	1.71681e-05	2.23980e-05	2.47773e-09		3.11417e-10	-3.11417e-10	5.11957e-06	8.64504e-16	1.16000e-06	5.95179e-06
map-data-2025.06.06-11.56.16.356_0804.jpk-force	804	1.63869e-05	2.23980e-05	2.48024e-09		2.79300e-09	-2.79300e-09	6.76007e-06	1.82026e-15	5.61842e-06	1.02693e-05
map-data-2025.06.06-11.56.16.356_0805.jpk-force	805	1.56056e-05	2.23980e-05	2.49786e-09		5.28659e-10	-5.28659e-10	7.60059e-06	6.58255e-16	7.25355e-06	1.20241e-05
map-data-2025.06.06-11.56.16.356_0806.jpk-force	806	1.48244e-05	2.23980e-05	2.51916e-09		5.67042e-10	-5.67042e-10	8.92189e-06	6.33558e-16	8.89294e-06	1.37266e-05
map-data-2025.06.06-11.56.16.356_0807.jpk-force	807	1.40431e-05	2.23980e-05	2.53768e-09		3.77768e-10	-3.77768e-10	1.01905e-05	6.19529e-16	1.00919e-05	1.49310e-05
map-data-2025.06.06-11.56.16.356_0808.jpk-force	808	1.32619e-05	2.23980e-05	2.54825e-09		5.84398e-10	-5.84398e-10	1.10393e-05	6.38794e-16	1.09112e-05	1.57350e-05
map-data-2025.06.06-11.56.16.356_0809.jpk-force	809	1.24806e-05	2.23980e-05	2.55550e-09		3.93034e-10	-3.93034e-10	1.17893e-05	5.45228e-16	1.16113e-05	1.60671e-05
map-data-2025.06.06-11.56.16.356_0810.jpk-force	810	1.16994e-05	2.23980e-05	2.56580e-09		6.36972e-10	-6.36972e-10	1.22167e-05	5.76736e-16	1.18970e-05	1.61361e-05
map-data-2025.06.06-11.56.16.356_0811.jpk-force	811	1.09181e-05	2.23980e-05	2.57209e-09		1.90536e-10	-1.90536e-10	1.60460e-05	4.64107e-16	1.21118e-05	1.61713e-05
map-data-2025.06.06-11.56.16.356_0812.jpk-force	812	1.01369e-05	2.23980e-05	2.54995e-09		4.17346e-10	-4.17346e-10	1.60333e-05	8.88160e-16	1.22640e-05	1.61932e-05
map-data-2025.06.06-11.56.16.356_0813.jpk-force	813	9.35561e-06	2.23980e-05	2.10127e-09		6.49097e-10	-6.49097e-10	1.17067e-05	5.63555e-16	1.17096e-05	1.45031e-05
map-data-2025.06.06-11.56.16.356_0814.jpk-force	814	8.57436e-06	2.23980e-05	2.61152e-09		1.21981e-09	-1.21981e-09	1.25214e-05	6.94501e-16	1.24754e-05	1.62172e-05
map-data-2025.06.06-11.56.16.356_0815.jpk-force	815	7.79311e-06	2.23980e-05	2.56852e-09		8.29932e-10	-8.29932e-10	1.35730e-05	3.34031e-16	1.34968e-05	1.62431e-05
map-data-2025.06.06-11.56.16.356_0816.jpk-force	816	7.01186e-06	2.23980e-05	2.58458e-09		4.63111e-10	-4.63111e-10	1.22898e-05	5.17014e-16	1.22293e-05	1.62333e-05
map-data-2025.06.06-11.56.16.356_0817.jpk-force	817	6.23061e-06	2.23980e-05	2.58563e-09		2.00030e-10	-2.00030e-10	1.41602e-05	3.80584e-16	1.29316e-05	1.62466e-05
map-data-2025.06.06-11.56.16.356_0818.jpk-force	818	5.44936e-06	2.23980e-05	2.59115e-09		5.72551e-10	-5.72551e-10	1.32723e-05	6.08106e-16	1.29591e-05	1.62530e-05
map-data-2025.06.06-11.56.16.356_0819.jpk-force	819	4.66811e-06	2.23980e-05	2.58556e-09		1.58602e-08	-1.58602e-08	1.45273e-05	4.65539e-14	1.03331e-05	1.51058e-05
map-data-2025.06.06-11.56.16.356_0820.jpk-force	820	3.88686e-06	2.23980e-05	2.55688e-09		1.00111e-08	-1.00111e-08	8.73236e-06	9.38330e-15	7.42840e-06	1.22291e-05
map-data-2025.06.06-11.56.16.356_0821.jpk-force	821	3.10561e-06	2.23980e-05	2.51725e-09		4.17546e-10	-4.17546e-10	1.50811e-06	9.44476e-16	9.42743e-07	5.75717e-06
map-data-2025.06.06-11.56.16.356_0822.jpk-force	822	2.32436e-06	2.23980e-05	2.48968e-09		2.88405e-10	-2.88405e-10	1.34225e-06	7.47889e-16	9.35221e-07	5.73134e-06
map-data-2025.06.06-11.56.16.356_0823.jpk-force	823	1.54311e-06	2.23980e-05	2.48646e-09		3.33265e-10	-3.33265e-10	9.96365e-07	7.06771e-16	9.44777e-07	5.73846e-06
map-data-2025.06.06-11.56.16.356_0824.jpk-force	824	7.61859e-07	2.23980e-05	2.48195e-09		2.88509e-10	-2.88509e-10	9.47261e-07	6.64625e-16	9.34559e-07	5.73082e-06
map-data-2025.06.06-11.56.16.356_0825.jpk-force	825	-1.93924e-08	2.23980e-05	2.48671e-09		2.84506e-10	-2.84506e-10	1.16996e-06	6.87620e-16	9.16180e-07	5.70823e-06
map-data-2025.06.06-11.56.16.356_0826.jpk-force	826	-8.00641e-07	2.23980e-05	2.48464e-09		2.86449e-10	-2.86449e-10	9.25831e-07	6.61371e-16	9.21857e-07	5.71043e-06
map-data-2025.06.06-11.56.16.356_0827.jpk-force	827	-1.58189e-06	2.23980e-05	2.48337e-09		2.88694e-10	-2.88694e-10	9.27510e-07	6.55129e-16	9.19397e-07	5.71178e-06
map-data-2025.06.06-11.56.16.356_0828.jpk-force	828	-2.36314e-06	2.23980e-05	2.48554e-09		2.71551e-10	-2.71551e-10	9.06246e-07	6.81164e-16	8.99055e-07	5.69312e-06
map-data-2025.06.06-11.56.16.356_0829.jpk-force	829	-3.14439e-06	2.23980e-05	2.48217e-09		2.56446e-10	-2.56446e-10	1.00959e-06	6.86805e-16	8.90375e-07	5.68311e-06
map-data-2025.06.06-11.56.16.356_0830.jpk-force	830	-3.92564e-06	2.23980e-05	2.47854e-09		2.68586e-10	-2.68586e-10	9.21763e-07	6.76181e-16	8.72658e-07	5.66298e-06
map-data-2025.06.06-11.56.16.356_0831.jpk-force	831	-4.70689e-06	2.23980e-05	2.48120e-09		2.67537e-10	-2.67537e-10	1.13254e-06	6.68007e-16	8.70955e-07	5.66052e-06
map-data-2025.06.06-11.56.16.356_0832.jpk-force	832	-4.70689e-06	2.31792e-05	2.48519e-09		4.19205e-10	-4.19205e-10	9.56273e-07	6.70632e-16	8.78926e-07	5.66885e-06
map-data-2025.06.06-11.56.16.356_0833.jpk-force	833	-3.92564e-06	2.31792e-05	2.48595e-09		4.24724e-10	-4.24724e-10	8.97116e-07	6.49690e-16	8.78501e-07	5.66707e-06
map-data-2025.06.06-11.56.16.356_0834.jpk-force	834	-3.14439e-06	2.31792e-05	2.49132e-09		3.98611e-10	-3.98611e-10	8.98772e-07	6.91538e-16	8.89145e-07	5.67698e-06
map-data-2025.06.06-11.56.16.356_0835.jpk-force	835	-2.36314e-06	2.31792e-05	2.48694e-09		3.04561e-10	-3.04561e-10	9.76213e-07	6.75880e-16	9.00877e-07	5.68895e-06
map-data-2025.06.06-11.56.16.356_0836.jpk-force	836	-1.58189e-06	2.31792e-05	2.49121e-09		3.25183e-10	-3.25183e-10	9.90783e-07	6.56785e-16	9.26848e-07	5.71573e-06
map-data-2025.06.06-11.56.16.356_0837.jpk-force	837	-8.00641e-07	2.31792e-05	2.49082e-09		2.88600e-10	-2.88600e-10	9.32312e-07	6.59141e-16	9.22756e-07	5.71299e-06
map-data-2025.06.06-11.56.16.356_0838.jpk-force	838	-1.93924e-08	2.31792e-05	2.49293e-09		3.68175e-10	-3.68175e-10	9.30112e-07	6.61434e-16	9.19208e-07	5.70847e-06
map-data-2025.06.06-11.56.16.356_0839.jpk-force	839	7.61859e-07	2.31792e-05	2.48792e-09		3.85140e-10	-3.85140e-10	9.87519e-07	6.47402e-16	9.36428e-07	5.72694e-06
map-data-2025.06.06-11.56.16.356_0840.jpk-force	840	1.54311e-06	2.31792e-05	2.49561e-09		2.61470e-10	-2.61470e-10	1.00642e-06	6.75718e-16	9.44541e-07	5.73822e-06
map-data-2025.06.06-11.56.16.356_0841.jpk-force	841	2.32436e-06	2.31792e-05	2.49737e-09		2.36968e-10	-2.36968e-10	9.72759e-07	6.65539e-16	9.42057e-07	5.73210e-06
map-data-2025.06.06-11.56.16.356_0842.jpk-force	842	3.10561e-06	2.31792e-05	2.49624e-09		3.12819e-10	-3.12819e-10	1.09793e-06	6.78166e-16	9.48727e-07	5.73806e-06
map-data-2025.06.06-11.56.16.356_0843.jpk-force	843	3.88686e-06	2.31792e-05	2.55452e-09		3.43781e-09	-3.43781e-09	3.84078e-06	7.37963e-15	1.19453e-06	5.90742e-06
map-data-2025.06.06-11.56.16.356_0844.jpk-force	844	4.66811e-06	2.31792e-05	1.26179e-09		1.45365e-08	-1.45365e-08	8.15018e-06	4.24023e-14	5.91804e-06	1.06994e-05
map-data-2025.06.06-11.56.16.356_0845.jpk-force	845	5.44936e-06	2.31792e-05	1.29179e-09		6.59183e-09	-6.59183e-09	1.38722e-05	1.54069e-14	1.08177e-05	1.49875e-05
map-data-2025.06.06-11.56.16.356_0846.jpk-force	846	6.23061e-06	2.31792e-05	2.56056e-09		1.43234e-09	-1.43234e-09	1.16053e-05	7.60338e-16	1.15589e-05	1.60332e-05
map-data-2025.06.06-11.56.16.356_0847.jpk-force	847	7.01186e-06	2.31792e-05	2.57987e-09		6.03530e-10	-6.03530e-10	1.16548e-05	5.89258e-16	1.14155e-05	1.61122e-05
map-data-2025.06.06-11.56.16.356_0848.jpk-force	848	7.79311e-06	2.31792e-05	2.59039e-09		1.25012e-09	-1.25012e-09	1.28875e-05	7.50687e-16	1.23008e-05	1.61608e-05
map-data-2025.06.06-11.56.16.356_0849.jpk-force	849	8.57436e-06	2.31792e-05	2.59509e-09		2.13629e-10	-2.13629e-10	1.22734e-05	4.50338e-16	1.23336e-05	1.61815e-05
map-data-2025.06.06-11.56.16.356_0850.jpk-force	850	9.35561e-06	2.31792e-05	2.60205e-09		3.24812e-10	-3.24812e-10	1.17674e-05	5.80999e-16	1.15277e-05	1.61902e-05
map-data-2025.06.06-11.56.16.356_0851.jpk-force	851	1.01369e-05	2.31792e-05	2.60581e-09		4.90056e-10	-4.90056e-10	1.13633e-05	6.40460e-16	1.13461e-05	1.61935e-05
map-data-2025.06.06-11.56.16.356_0852.jpk-force	852	1.09181e-05	2.31792e-05	2.60306e-09		2.80410e-10	-2.80410e-10	1.18561e-05	5.64577e-16	1.16985e-05	1.62107e-05
map-data-2025.06.06-11.56.16.356_0853.jpk-force	853	1.16994e-05	2.31792e-05	2.60533e-09		4.99671e-10	-4.99671e-10	1.12863e-05	6.30814e-16	1.11949e-05	1.60147e-05
map-data-2025.06.06-11.56.16.356_0854.jpk-force	854	1.24806e-05	2.31792e-05	2.60458e-09		6.36693e-10	-6.36693e-10	1.06924e-05	7.62264e-16	1.05346e-05	1.53295e-05
map-data-2025.06.06-11.56.16.356_0855.jpk-force	855	1.32619e-05	2.31792e-05	2.59545e-09		1.02976e-09	-1.02976e-09	9.75818e-06	6.72865e-16	9.73623e-06	1.45796e-05
map-data-2025.06.06-11.56.16.356_0856.jpk-force	856	1.40431e-05	2.31792e-05	2.58764e-09		6.17159e-10	-6.17159e-10	8.66745e-06	7.32720e-16	8.48055e-06	1.33207e-05
map-data-2025.06.06-11.56.16.356_0857.jpk-force	857	1.48244e-05	2.31792e-05	2.57101e-09		2.09640e-09	-2.09640e-09	7.82878e-06	1.76125e-15	6.41795e-06	7.92945e-06
map-data-2025.06.06-11.56.16.356_0858.jpk-force	858	1.56056e-05	2.31792e-05	2.56050e-09		4.61139e-10	-4.61139e-10	7.57961e-06	9.24815e-16	6.30782e-06	1.10009e-05
map-data-2025.06.06-11.56.16.356_0859.jpk-force	859	1.63869e-05	2.31792e-05	2.55049e-09		2.44902e-09	-2.44902e-09	9.17063e-06	3.54326e-15	4.51092e-06	9.29545e-06
map-data-2025.06.06-11.56.16.356_0860.jpk-force	860	1.71681e-05	2.31792e-05	6.19724e-10		1.60076e-09	-1.60076e-09	9.97922e-06	8.67632e-16	9.37292e-06	1.02459e-05
map-data-2025.06.06-11.56.16.356_0861.jpk-force	861	1.79494e-05	2.31792e-05	2.52690e-09		2.78490e-10	-2.78490e-10	1.24175e-06	7.02929e-16	1.15205e-06	5.96504e-06
map-data-2025.06.06-11.56.16.356_0862.jpk-force	862	1.87306e-05	2.31792e-05	2.51216e-09		2.11346e-10	-2.11346e-10	1.21842e-06	6.37715e-16	1.17426e-06	5.97478e-06
map-data-2025.06.06-11.56.16.356_0863.jpk-force	863	1.95119e-05	2.31792e-05	2.51191e-09		2.17287e-10	-2.17287e-10	1.18493e-06	6.41286e-16	1.17958e-06	5.97431e-06
map-data-2025.06.06-11.56.16.356_0864.jpk-force	864	1.95119e-05	2.39605e-05	2.51129e-09		3.05351e-10	-3.05351e-10	1.53779e-06	6.51922e-16	1.18058e-06	5.97466e-06
map-data-2025.06.06-11.56.16.356_0865.jpk-force	865	1.87306e-05	2.39605e-05	2.50720e-09		3.05194e-10	-3.05194e-10	1.20485e-06	6.52109e-16	1.18176e-06	5.97658e-06
map-data-2025.06.06-11.56.16.356_0866.jpk-force	866	1.79494e-05	2.39605e-05	2.50498e-09		2.71751e-10	-2.71751e-10	1.17741e-06	6.36115e-16	1.17202e-06	5.96466e-06
map-data-2025.06.06-11.56.16.356_0867.jpk-force	867	1.71681e-05	2.39605e-05	2.50799e-09		2.44624e-10	-2.44624e-10	1.16934e-06	6.51915e-16	1.16215e-06	5.95371e-06
map-data-2025.06.06-11.56.16.356_0868.jpk-force	868	1.63869e-05	2.39605e-05	2.53049e-09		3.75062e-10	-3.75062e-10	1.16719e-06	8.74787e-16	1.14959e-06	5.94063e-06
map-data-2025.06.06-11.56.16.356_0869.jpk-force	869	1.56056e-05	2.39605e-05	2.53407e-09		4.22405e-09	-4.22405e-09	6.40660e-06	3.75682e-15	3.58291e-06	6.50308e-06
map-data-2025.06.06-11.56.16.356_0870.jpk-force	870	1.48244e-05	2.39605e-05	2.53383e-09		3.98651e-09	-3.98651e-09	6.02247e-06	2.95470e-15	3.99807e-06	6.82592e-06
map-data-2025.06.06-11.56.16.356_0871.jpk-force	871	1.40431e-05	2.39605e-05	2.54129e-09		6.82620e-09	-6.82620e-09	7.22044e-06	1.13499e-14	5.82832e-06	9.12006e-06
map-data-2025.06.06-11.56.16.356_0872.jpk-force	872	1.32619e-05	2.39605e-05	2.55693e-09		6.49998e-09	-6.49998e-09	8.28427e-06	8.80726e-15	7.24286e-06	1.01318e-05
map-data-2025.06.06-11.56.16.356_0873.jpk-force	873	1.24806e-05	2.39605e-05	2.56564e-09		3.76007e-10	-3.76007e-10	9.39165e-06	5.62372e-16	9.23232e-06	1.40634e-05
map-data-2025.06.06-11.56.16.356_0874.jpk-force	874	1.16994e-05	2.39605e-05	2.59262e-09		1.42721e-09	-1.42721e-09	1.03569e-05	7.05516e-16	1.03266e-05	1.51741e-05
map-data-2025.06.06-11.56.16.356_0875.jpk-force	875	1.09181e-05	2.39605e-05	2.60466e-09		3.09353e-10	-3.09353e-10	1.14295e-05	5.84894e-16	1.12100e-05	1.60077e-05
map-data-2025.06.06-11.56.16.356_0876.jpk-force	876	1.01369e-05	2.39605e-05	2.61609e-09		2.74425e-10	-2.74425e-10	1.10540e-05	6.28167e-16	1.09940e-05	1.58022e-05
map-data-2025.06.06-11.56.16.356_0877.jpk-force	877	9.35561e-06	2.39605e-05	2.61902e-09		1.98456e-09	-1.98456e-09	1.00371e-05	1.15350e-15	9.98185e-06	1.48342e-05
map-data-2025.06.06-11.56.16.356_0878.jpk-force	878	8.57436e-06	2.39605e-05	2.61860e-09		4.69265e-10	-4.69265e-10	1.15007e-05	7.43856e-16	1.12052e-05	1.60073e-05
map-data-2025.06.06-11.56.16.356_0879.jpk-force	879	7.79311e-06	2.39605e-05	2.63109e-09		3.73014e-10	-3.73014e-10	1.25279e-05	4.86083e-16	1.22667e-05	1.61503e-05
map-data-2025.06.06-11.56.16.356_0880.jpk-force	880	7.01186e-06	2.39605e-05	2.62972e-09		8.50027e-10	-8.50027e-10	1.16085e-05	7.84449e-16	1.13527e-05	1.61528e-05
map-data-2025.06.06-11.56.16.356_0881.jpk-force	881	6.23061e-06	2.39605e-05	2.62324e-09		4.49257e-09	-4.49257e-09	1.00356e-05	3.86722e-15	8.90141e-06	1.04922e-05
map-data-2025.06.06-11.56.16.356_0882.jpk-force	882	5.44936e-06	2.39605e-05	2.62468e-09		1.58994e-08	-1.58994e-08	1.15998e-05	5.47593e-14	9.43545e-06	1.42280e-05
map-data-2025.06.06-11.56.16.356_0883.jpk-force	883	4.66811e-06	2.39605e-05	-1.32747e-08		-1.32349e-23	1.32349e-23	1.42226e-05			
map-data-2025.06.06-11.56.16.356_0884.jpk-force	884	3.88686e-06	2.39605e-05	1.31491e-09		1.01386e-09	-1.01386e-09	1.62311e-05	1.78035e-16	1.58700e-05	1.62311e-05
map-data-2025.06.06-11.56.16.356_0885.jpk-force	885	3.10561e-06	2.39605e-05	9.58429e-10		5.78992e-10	-5.78992e-10	1.62329e-05	5.66787e-17	1.60887e-05	1.62704e-05
map-data-2025.06.06-11.56.16.356_0886.jpk-force	886	2.32436e-06	2.39605e-05	6.99953e-10		6.36172e-10	-6.36172e-10	1.62825e-05	4.79705e-17	1.61398e-05	1.62918e-05
map-data-2025.06.06-11.56.16.356_0887.jpk-force	887	1.54311e-06	2.39605e-05	5.74619e-10		6.45346e-10	-6.45346e-10	1.63055e-05	4.38154e-17	1.61593e-05	1.63055e-05
map-data-2025.06.06-11.56.16.356_0888.jpk-force	888	7.61859e-07	2.39605e-05	-8.44473e-11		5.31301e-10	-5.31301e-10	1.63118e-05	2.99061e-17	1.61974e-05	1.63159e-05
map-data-2025.06.06-11.56.16.356_0889.jpk-force	889	-1.93924e-08	2.39605e-05	2.53770e-09		2.19471e-10	-2.19471e-10	9.58378e-07	6.72207e-16	9.44517e-07	5.75845e-06
map-data-2025.06.06-11.56.16.356_0890.jpk-force	890	-8.00641e-07	2.39605e-05	2.53232e-09		3.21760e-10	-3.21760e-10	9.89648e-07	6.51838e-16	9.38556e-07	5.73834e-06
map-data-2025.06.06-11.56.16.356_0891.jpk-force	891	-1.58189e-06	2.39605e-05	2.53003e-09		2.88788e-10	-2.88788e-10	1.19775e-06	6.92530e-16	9.40118e-07	5.73423e-06
map-data-2025.06.06-11.56.16.356_0892.jpk-force	892	-2.36314e-06	2.39605e-05	2.52697e-09		2.74531e-10	-2.74531e-10	9.27250e-07	6.74096e-16	9.14619e-07	5.71317e-06
map-data-2025.06.06-11.56.16.356_0893.jpk-force	893	-3.14439e-06	2.39605e-05	2.52733e-09		2.94340e-10	-2.94340e-10	9.14288e-07	6.67191e-16	9.07287e-07	5.70267e-06
map-data-2025.06.06-11.56.16.356_0894.jpk-force	894	-3.92564e-06	2.39605e-05	2.52659e-09		2.86345e-10	-2.86345e-10	9.21195e-07	6.72849e-16	9.00758e-07	5.69312e-06
map-data-2025.06.06-11.56.16.356_0895.jpk-force	895	-4.70689e-06	2.39605e-05	2.52521e-09		4.11698e-10	-4.11698e-10	8.96406e-07	6.87252e-16	8.87891e-07	5.67760e-06
map-data-2025.06.06-11.56.16.356_0896.jpk-force	896	-4.70689e-06	2.47417e-05	2.52978e-09		4.65678e-10	-4.65678e-10	9.50383e-07	6.82736e-16	8.97778e-07	5.68332e-06
map-data-2025.06.06-11.56.16.356_0897.jpk-force	897	-3.92564e-06	2.47417e-05	2.53472e-09		3.42695e-10	-3.42695e-10	1.16587e-06	6.76297e-16	9.12490e-07	5.70220e-06
map-data-2025.06.06-11.56.16.356_0898.jpk-force	898	-3.14439e-06	2.47417e-05	2.53575e-09		2.82088e-10	-2.82088e-10	9.63487e-07	6.76204e-16	9.24506e-07	5.71658e-06
map-data-2025.06.06-11.56.16.356_0899.jpk-force	899	-2.36314e-06	2.47417e-05	2.53142e-09		2.44113e-10	-2.44113e-10	9.73800e-07	6.52425e-16	9.42814e-07	5.72897e-06
map-data-2025.06.06-11.56.16.356_0900.jpk-force	900	-1.58189e-06	2.47417e-05	2.53477e-09		2.60468e-10	-2.60468e-10	9.58662e-07	6.72226e-16	9.42578e-07	5.73143e-06
map-data-2025.06.06-11.56.16.356_0901.jpk-force	901	-8.00641e-07	2.47417e-05	2.53571e-09		2.67219e-10	-2.67219e-10	9.81132e-07	6.75679e-16	9.60318e-07	5.75083e-06
map-data-2025.06.06-11.56.16.356_0902.jpk-force	902	-1.93924e-08	2.47417e-05	2.53889e-09		3.63005e-10	-3.63005e-10	1.12244e-06	6.88325e-16	9.64906e-07	5.75409e-06
map-data-2025.06.06-11.56.16.356_0903.jpk-force	903	7.61859e-07	2.47417e-05	2.53755e-09		2.61385e-10	-2.61385e-10	1.12362e-06	6.62006e-16	9.64528e-07	5.75428e-06
map-data-2025.06.06-11.56.16.356_0904.jpk-force	904	1.54311e-06	2.47417e-05	2.53363e-09		3.44335e-10	-3.44335e-10	1.01657e-06	6.51449e-16	9.76260e-07	5.76900e-06
map-data-2025.06.06-11.56.16.356_0905.jpk-force	905	2.32436e-06	2.47417e-05	2.53882e-09		3.08299e-10	-3.08299e-10	1.02603e-06	6.37288e-16	9.85532e-07	5.78300e-06
map-data-2025.06.06-11.56.16.356_0906.jpk-force	906	3.10561e-06	2.47417e-05	2.54745e-09		3.56751e-10	-3.56751e-10	1.04921e-06	6.82991e-16	9.91611e-07	5.78172e-06
map-data-2025.06.06-11.56.16.356_0907.jpk-force	907	3.88686e-06	2.47417e-05	2.54329e-09		2.81713e-10	-2.81713e-10	1.04315e-06	6.64445e-16	1.01013e-06	5.79483e-06
map-data-2025.06.06-11.56.16.356_0908.jpk-force	908	4.66811e-06	2.47417e-05	2.54256e-09		3.37430e-10	-3.37430e-10	1.10673e-06	6.81394e-16	1.02655e-06	5.82155e-06
map-data-2025.06.06-11.56.16.356_0909.jpk-force	909	5.44936e-06	2.47417e-05	2.55093e-09		6.20198e-09	-6.20198e-09	7.11745e-06	3.63240e-15	2.63602e-06	7.43216e-06
map-data-2025.06.06-11.56.16.356_0910.jpk-force	910	6.23061e-06	2.47417e-05	2.12121e-09		1.43149e-08	-1.43149e-08	8.53762e-06	2.11375e-14	7.56682e-06	1.02723e-05
map-data-2025.06.06-11.56.16.356_0911.jpk-force	911	7.01186e-06	2.47417e-05	2.59590e-09		2.35484e-10	-2.35484e-10	1.07867e-05	5.32714e-16	9.70077e-06	1.43156e-05
map-data-2025.06.06-11.56.16.356_0912.jpk-force	912	7.79311e-06	2.47417e-05	2.62290e-09		4.50243e-10	-4.50243e-10	1.15961e-05	8.59334e-16	1.05008e-05	1.50929e-05
map-data-2025.06.06-11.56.16.356_0913.jpk-force	913	8.57436e-06	2.47417e-05	2.62118e-09		2.45378e-09	-2.45378e-09	9.48120e-06	2.74192e-15	8.77193e-06	1.35672e-05
map-data-2025.06.06-11.56.16.356_0914.jpk-force	914	9.35561e-06	2.47417e-05	2.62080e-09		2.88672e-10	-2.88672e-10	1.00108e-05	6.52974e-16	9.41433e-06	1.41183e-05
map-data-2025.06.06-11.56.16.356_0915.jpk-force	915	1.01369e-05	2.47417e-05	2.62841e-09		1.47310e-09	-1.47310e-09	9.70359e-06	9.94536e-16	9.58797e-06	1.44225e-05
map-data-2025.06.06-11.56.16.356_0916.jpk-force	916	1.09181e-05	2.47417e-05	2.63036e-09		1.46972e-09	-1.46972e-09	9.08335e-06	7.03926e-16	9.04858e-06	1.39040e-05
map-data-2025.06.06-11.56.16.356_0917.jpk-force	917	1.16994e-05	2.47417e-05	2.62501e-09		5.26509e-09	-5.26509e-09	9.91439e-06	7.66231e-15	8.16177e-06	1.04614e-05
map-data-2025.06.06-11.56.16.356_0918.jpk-force	918	1.24806e-05	2.47417e-05	2.61291e-09		4.57521e-09	-4.57521e-09	9.17962e-06	5.87895e-15	6.89641e-06	9.23147e-06
map-data-2025.06.06-11.56.16.356_0919.jpk-force	919	1.32619e-05	2.47417e-05	2.59694e-09		5.74435e-09	-5.74435e-09	8.15879e-06	8.72104e-15	5.87657e-06	8.88147e-06
map-data-2025.06.06-11.56.16.356_0920.jpk-force	920	1.40431e-05	2.47417e-05	2.56209e-09		1.28068e-09	-1.28068e-09	1.80777e-06	1.04321e-15	1.14041e-06	5.95356e-06
